Name,Codename,Cores,Clock,Socket,Process,L3_Cache,TDP,Release
Ryzen 7 4800HS,,,,,,,,
Ryzen 7 4800U,,,,,,,,
Ryzen 7 5800X,,,,,,,,
Ryzen 7 PRO 4750G,,,,,,,,
Ryzen 7 PRO 4750GE,,,,,,,,
Ryzen 9 4900H,,,,,,,,
Ryzen 9 4900HS,,,,,,,,
Ryzen Embedded V2718,,,,,,,,
Ryzen Embedded V2748,,,,,,,,
Core i7-10700,,,,,,,,
Core i7-10700F,,,,,,,,
Core i7-10700K,,,,,,,,
Core i7-10700KF,,,,,,,,
Core i7-10870H,,,,,,,,
Core i7-10875H,,,,,,,,
Core i9-10885H,,,,,,,,
Core i9-10980HK,,,,,,,,
Centaur CHA,,,,,,,,
Pentium II Xeon 400,Drake,1.0,400.0,Slot 2,,,31.0,1998-06-29
Pentium II Xeon 400 1MB,Drake,1.0,400.0,Slot 2,,,38.0,1998-06-29
Pentium II Xeon 450,Drake,1.0,450.0,Slot 2,,,35.0,1998-10-06
No CPUs found. Please change your search criteria.,,,,,,,,
No CPUs found. Please change your search criteria.,,,,,,,,
No CPUs found. Please change your search criteria.,,,,,,,,
No CPUs found. Please change your search criteria.,,,,,,,,
Pentium II Xeon 450 1MB,Drake,1.0,450.0,Slot 2,,,43.0,1999-01-04
Pentium II Xeon 450 2MB,Drake,1.0,450.0,Slot 2,,,47.0,1999-01-04
Pentium III Xeon 500,Tanner,1.0,500.0,Slot 2,,,36.0,1999-03-17
Pentium III Xeon 500 1MB,Tanner,1.0,500.0,Slot 2,,,45.0,1999-03-17
Pentium III Xeon 500 2MB,Tanner,1.0,500.0,Slot 2,,,37.0,1999-03-17
Pentium III Xeon 550,Tanner,1.0,550.0,Slot 2,,,34.0,1999-04-07
Pentium III Xeon 550 1MB,Tanner,1.0,550.0,Slot 2,,,35.0,
Pentium III Xeon 550 2MB,Tanner,1.0,550.0,Slot 2,,,41.0,
Pentium III Xeon 600 2.8V,Cascades,1.0,600.0,Slot 2,180.0,,19.0,1999-10-25
Pentium III Xeon 600 5V-12V,Cascades,1.0,600.0,Slot 2,180.0,,19.0,1999-10-25
Pentium III Xeon 667 2.8V,Cascades,1.0,667.0,Slot 2,180.0,,21.0,1999-10-25
Pentium III Xeon 667 5V-12V,Cascades,1.0,667.0,Slot 2,180.0,,21.0,1999-10-25
Pentium III Xeon 733 2.8V,Cascades,1.0,733.0,Slot 2,180.0,,23.0,1999-10-25
Pentium III Xeon 733 5V-12V,Cascades,1.0,733.0,Slot 2,180.0,,23.0,1999-10-25
No CPUs found. Please change your search criteria.,,,,,,,,
No CPUs found. Please change your search criteria.,,,,,,,,
No CPUs found. Please change your search criteria.,,,,,,,,
No CPUs found. Please change your search criteria.,,,,,,,,
Athlon 1000,Thunderbird B,1.0,1000.0,Socket A,180.0,,54.0,2000-06-05
Athlon 1000,Thunderbird C,1.0,1000.0,Socket A,180.0,,54.0,
Athlon 1100,Thunderbird B,1.0,1100.0,Socket A,180.0,,60.0,2000-08-14
Athlon 1133,Thunderbird C,1.0,1133.0,Socket A,180.0,,63.0,
Athlon 1200,Thunderbird C,1.0,1200.0,Socket A,180.0,,66.0,
Athlon 1200,Thunderbird B,1.0,1200.0,Socket A,180.0,,66.0,2000-10-17
Athlon 600,Thunderbird,1.0,600.0,Socket A,180.0,,38.0,2000-06-05
Athlon 650,Thunderbird,1.0,650.0,Socket A,180.0,,38.0,2000-06-05
Athlon 700,Thunderbird,1.0,700.0,Socket A,180.0,,40.0,2000-06-05
Athlon 750,Thunderbird,1.0,750.0,Socket A,180.0,,43.0,2000-06-05
Athlon 800,Thunderbird,1.0,800.0,Socket A,180.0,,45.0,2000-06-05
Athlon 850,Thunderbird,1.0,850.0,Socket A,180.0,,47.0,2000-06-05
Athlon 900,Thunderbird,1.0,900.0,Socket A,180.0,,50.0,2000-06-05
Athlon 950,Thunderbird,1.0,950.0,Socket A,180.0,,52.0,2000-06-05
Pentium 4 1.4,Willamette,1.0,1400.0,Socket 423,180.0,,55.0,2000-11-20
Pentium 4 1.5,Willamette,1.0,1500.0,Socket 423,180.0,,58.0,2000-11-20
Pentium III 1133,Coppermine,1.0,1133.0,Socket 370,180.0,,29.0,
Pentium III Xeon 1000 2.8V,Cascades,1.0,1000.0,Slot 2,180.0,,30.0,2000-08-25
Pentium III Xeon 1000 5V-12V,Cascades,1.0,1000.0,Slot 2,180.0,,31.0,2000-08-25
Pentium III Xeon 700 2.8V,Cascades-2M,1.0,700.0,Slot 2,180.0,,29.0,
Pentium III Xeon 700 5V-12V,Cascades-2M,1.0,700.0,Slot 2,180.0,,30.0,
Pentium III Xeon 700-2M 2.8V,Cascades-2M,1.0,700.0,Slot 2,180.0,,30.0,
Pentium III Xeon 700-2M 5V-12V,Cascades-2M,1.0,700.0,Slot 2,180.0,,30.0,
Pentium III Xeon 800 2.8V,Cascades,1.0,800.0,Slot 2,180.0,,25.0,2000-01-12
Pentium III Xeon 800 5V-12V,Cascades,1.0,800.0,Slot 2,180.0,,25.0,2000-01-12
Pentium III Xeon 866 2.8V,Cascades,1.0,866.0,Slot 2,180.0,,25.0,2000-04-10
Pentium III Xeon 866 5V-12V,Cascades,1.0,866.0,Slot 2,180.0,,25.0,2000-04-10
Pentium III Xeon 933 2.8V,Cascades,1.0,933.0,Slot 2,180.0,,29.0,2000-05-24
Pentium III Xeon 933 5V-12V,Cascades,1.0,933.0,Slot 2,180.0,,30.0,2000-05-24
No CPUs found. Please change your search criteria.,,,,,,,,
No CPUs found. Please change your search criteria.,,,,,,,,
No CPUs found. Please change your search criteria.,,,,,,,,
No CPUs found. Please change your search criteria.,,,,,,,,
Athlon 1300,Thunderbird B,1.0,1300.0,Socket A,180.0,,68.0,
Athlon 1333,Thunderbird C,1.0,1333.0,Socket A,180.0,,70.0,
Athlon 1400,Thunderbird B,1.0,1400.0,Socket A,180.0,,72.0,2001-06-06
Athlon 1400,Thunderbird C,1.0,1400.0,Socket A,180.0,,72.0,2001-06-06
Athlon 64 3000+,Venice,1.0,2000.0,Socket 754,90.0,,51.0,
Athlon 64 3000+,Venice,1.0,2000.0,Socket 754,90.0,,51.0,
Athlon 64 3200+,Venice,1.0,2.2,Socket 754,90.0,,59.0,
Athlon 64 3200+,Clawhammer,1.0,2.2,Socket 754,130.0,,89.0,
Athlon 64 3400+,Clawhammer,1.0,2.4,Socket 754,130.0,,89.0,
Athlon 64 3400+,Venice,1.0,2.2,Socket 939,90.0,,67.0,
Athlon 64 3400+,Venice,1.0,2.4,Socket 754,90.0,,67.0,
Athlon 64 3500+,San Diego,1.0,2.2,Socket 939,90.0,,67.0,
Athlon 64 4000+,Toledo,1.0,2.4,Socket 939,90.0,,89.0,
Athlon XP 1500+,Palomino,1.0,1333.0,Socket A,180.0,,60.0,2001-10-09
Athlon XP 1600+,Palomino,1.0,1400.0,Socket A,180.0,,63.0,2001-10-09
Athlon XP 1600+,Thoroughbred,1.0,1400.0,Socket A,130.0,,49.0,
Athlon XP 1700+,Thoroughbred,1.0,1467.0,Socket A,130.0,,50.0,
Athlon XP 1700+,Thoroughbred,1.0,1467.0,Socket A,130.0,,50.0,
Athlon XP 1700+,Palomino,1.0,1467.0,Socket A,180.0,,64.0,2001-10-09
Athlon XP 1800+,Thoroughbred,1.0,1533.0,Socket A,130.0,,51.0,
Athlon XP 1800+,Palomino,1.0,1533.0,Socket A,180.0,,66.0,2001-10-09
Athlon XP 1900+,Thoroughbred,1.0,1600.0,Socket A,130.0,,53.0,
Athlon XP 1900+,Palomino,1.0,1600.0,Socket A,180.0,,68.0,2001-11-05
Athlon XP 2100+,Thoroughbred,1.0,1733.0,Socket A,130.0,,62.0,
Athlon XP 2200+,Thoroughbred,1.0,1800.0,Socket A,130.0,,63.0,
Sempron 2200+,Barton,1.0,1500.0,Socket A,130.0,,62.0,
Sempron 2300+,Barton,1.0,1583.0,Socket A,130.0,,62.0,
Sempron 2400+,Barton,1.0,1667.0,Socket A,130.0,,62.0,
Sempron 2500+,Barton,1.0,1750.0,Socket A,130.0,,62.0,
Sempron 2600+,Barton,1.0,1833.0,Socket A,130.0,,62.0,
Sempron 2600+,Paris,1.0,1600.0,Socket 754,130.0,,25.0,
Sempron 2800+,Barton,1.0,2000.0,Socket A,130.0,,62.0,
Sempron 2800+,Paris,1.0,1600.0,Socket 754,130.0,,25.0,
Sempron 3000+,Paris,1.0,1800.0,Socket 754,130.0,,25.0,
Sempron 3100+,Paris,1.0,1800.0,Socket 754,130.0,,25.0,
Sempron 3300+,Barton,1.0,2.2,Socket A,130.0,,62.0,
Pentium 4 1.3,Willamette,1.0,1300.0,Socket 478,180.0,,52.0,
Pentium 4 1.4,Willamette,1.0,1400.0,Socket 478,180.0,,55.0,2001-08-27
Pentium 4 1.5,Willamette,1.0,1500.0,Socket 478,180.0,,58.0,2001-08-27
Pentium 4 1.6,Willamette,1.0,1600.0,Socket 423,180.0,,61.0,
Pentium 4 1.6,Willamette,1.0,1600.0,Socket 478,180.0,,61.0,2001-08-27
Pentium 4 1.7,Willamette,1.0,1700.0,Socket 478,180.0,,64.0,2001-08-27
Pentium 4 1.7,Willamette,1.0,1700.0,Socket 423,180.0,,64.0,
Pentium 4 1.8,Willamette,1.0,1800.0,Socket 423,180.0,,67.0,
Pentium 4 1.80,Willamette,1.0,1800.0,Socket 478,180.0,,67.0,2001-08-27
Pentium 4 1.8A,Willamette,1.0,1800.0,Socket 478,180.0,,69.0,
Pentium 4 1.9,Willamette,1.0,1900.0,Socket 423,180.0,,69.0,2001-08-27
Pentium 4 1.9,Willamette,1.0,1900.0,Socket 478,180.0,,69.0,2001-08-27
Pentium 4 2.0,Willamette,1.0,2000.0,Socket 423,180.0,,72.0,2001-08-27
Pentium 4 2.0,Willamette,1.0,2000.0,Socket 478,180.0,,72.0,2001-08-27
Pentium 4 2.0,Northwood,1.0,2000.0,Socket 478,130.0,,110.0,
Pentium 4 HT 524,Prescott,1.0,3.06,Socket 775,90.0,,84.0,
Pentium III  800,Coppermine T,1.0,800.0,Socket 370,180.0,,38.0,
Pentium III  866,Coppermine T,1.0,866.0,Socket 370,180.0,,38.0,
Pentium III  933,Coppermine T,1.0,933.0,Socket 370,180.0,,27.0,
Pentium III 1000,Coppermine T,1.0,1000.0,Socket 370,180.0,,29.0,
Pentium III 1000,Tualatin,1.0,1000.0,Socket 370,130.0,,30.0,
Pentium III 1000S,Tualatin,1.0,1000.0,Socket 370,130.0,,30.0,
Pentium III 1133,Tualatin,1.0,1133.0,Socket 370,130.0,,29.0,
Pentium III 1133,Coppermine T,1.0,1133.0,Socket 370,180.0,,29.0,
Pentium III 1133S,Tualatin,1.0,1133.0,Socket 370,130.0,,29.0,
Pentium III 1200,Tualatin,1.0,1200.0,Socket 370,130.0,,30.0,
Pentium III 1266S,Tualatin,1.0,1266.0,Socket 370,130.0,,30.0,
Pentium III 1333,Tualatin,1.0,1333.0,Socket 370,130.0,,30.0,
Pentium III 1400,Tualatin,1.0,1400.0,Socket 370,130.0,,31.0,
Pentium III Xeon 900 2.8V,Cascades-2M,1.0,900.0,Slot 2,180.0,,36.0,
Pentium III Xeon 900 5V-12V,Cascades-2M,1.0,900.0,Slot 2,180.0,,36.0,
Athlon 64 X2 3600+,Manchester,2.0,2000.0,Socket 939,90.0,,89.0,
No CPUs found. Please change your search criteria.,,,,,,,,
No CPUs found. Please change your search criteria.,,,,,,,,
No CPUs found. Please change your search criteria.,,,,,,,,
Athlon XP 1800+,Thoroughbred,1.0,1533.0,Socket A,130.0,,51.0,2002-06-10
Athlon XP 2000+,Palomino,1.0,1667.0,Socket A,180.0,,70.0,2002-01-07
Athlon XP 2000+,Thoroughbred,1.0,1667.0,Socket A,130.0,,60.0,2002-06-10
Athlon XP 2000+,Thoroughbred,1.0,1667.0,Socket A,130.0,,60.0,2002-06-10
Athlon XP 2100+,Palomino,1.0,1733.0,Socket A,180.0,,72.0,2002-03-13
Athlon XP 2200+,Thoroughbred,1.0,1800.0,Socket A,130.0,,68.0,2002-06-10
Athlon XP 2400+,Thoroughbred,1.0,2000.0,Socket A,130.0,,65.0,
Athlon XP 2400+,Thoroughbred,1.0,2000.0,Socket A,130.0,,68.0,
Athlon XP 2600+,Thoroughbred,1.0,2.083,Socket A,130.0,,68.0,
Athlon XP 2600+,Thoroughbred,1.0,2.133,Socket A,130.0,,68.0,
Athlon XP 2700+,Thoroughbred,1.0,2.167,Socket A,130.0,,68.0,
Athlon XP 2800+,Thoroughbred,1.0,2.25,Socket A,130.0,,74.0,
Athlon XP-M 2200+,Thoroughbred,1.0,1800.0,Socket A,130.0,,45.0,2002-11-11
Celeron 2.0,Northwood,1.0,2000.0,Socket 478,130.0,,73.0,2002-09-18
Celeron 2.0,Northwood,1.0,2000.0,Socket 478,130.0,,73.0,2002-09-18
Celeron 2.10,Northwood,1.0,2.1,Socket 478,130.0,,73.0,2002-11-20
Celeron 2.20,Northwood,1.0,2.2,Socket 478,130.0,,73.0,2002-11-20
Pentium 4 2.0,Northwood,1.0,2000.0,Socket 478,130.0,,92.0,2002-01-07
Pentium 4 2.2,Northwood,1.0,2.2,Socket 478,130.0,,92.0,2002-01-07
Pentium 4 2.26,Northwood,1.0,2.261,Socket 478,130.0,,110.0,2002-01-07
Pentium 4 2.4,Northwood,1.0,2.4,Socket 478,130.0,,110.0,
Pentium 4 2.4,Northwood,1.0,2.4,Socket 478,130.0,,92.0,2002-05-06
Pentium 4 2.53,Northwood,1.0,2.527,Socket 478,130.0,,110.0,2002-05-06
Pentium 4 2.60,Northwood,1.0,2.6,Socket 478,130.0,,92.0,2002-08-25
Pentium 4 2.66,Northwood,1.0,2.66,Socket 478,130.0,,110.0,2002-08-25
Pentium 4 2.80,Northwood,1.0,2.793,Socket 478,130.0,,110.0,2002-08-25
Pentium 4-M 1.40,Northwood,1.0,1400.0,Socket 478,130.0,,21.0,
Pentium 4-M 1.50,Northwood,1.0,1500.0,Socket 478,130.0,,26.0,
Pentium 4-M 1.60,Northwood,1.0,1600.0,Socket 478,130.0,,30.0,2002-03-04
Pentium 4-M 1.70,Northwood,1.0,1700.0,Socket 478,130.0,,30.0,2002-03-04
Pentium 4-M 1.80,Northwood,1.0,1800.0,Socket 478,130.0,,30.0,
Pentium 4-M 1.90,Northwood,1.0,1900.0,Socket 478,130.0,,32.0,2002-06-24
Pentium 4-M 2.00,Northwood,1.0,2000.0,Socket 478,130.0,,32.0,2002-06-24
Pentium 4-M 2.20,Northwood,1.0,2.2,Socket 478,130.0,,35.0,2002-09-16
Pentium III 1400S,Tualatin,1.0,1400.0,Socket 370,130.0,,32.0,2002-01-08
Xeon 2.0,Prestonia,1.0,2000.0,Socket 604,130.0,,89.0,2002-02-25
Xeon 2.4,Prestonia,1.0,2.394,Socket 604,130.0,,89.0,
Xeon 2.66,Prestonia,1.0,2.66,Socket 604,130.0,,89.0,2002-11-18
Xeon 2.8,Prestonia,1.0,2.79,Socket 604,130.0,,89.0,2002-09-11
No CPUs found. Please change your search criteria.,,,,,,,,
No CPUs found. Please change your search criteria.,,,,,,,,
No CPUs found. Please change your search criteria.,,,,,,,,
No CPUs found. Please change your search criteria.,,,,,,,,
Athlon 64 3000+,Clawhammer,1.0,2000.0,Socket 754,130.0,,89.0,2003-12-15
Athlon 64 3200+,Clawhammer,1.0,2000.0,Socket 754,130.0,,89.0,
Athlon 64 FX-51,SledgeHammer,1.0,2.2,Socket 940,130.0,,89.0,
Athlon XP 2000+,Thorton,1.0,1667.0,Socket A,130.0,,60.0,
Athlon XP 2000+,Thorton,1.0,1667.0,Socket A,130.0,,60.0,
Athlon XP 2200+,Thorton,1.0,1800.0,Socket A,130.0,,63.0,
Athlon XP 2200+,Thorton,1.0,1800.0,Socket A,130.0,,63.0,
Athlon XP 2400+,Thorton,1.0,2000.0,Socket A,130.0,,68.0,
Athlon XP 2400+,Thorton,1.0,2000.0,Socket A,130.0,,68.0,
Athlon XP 2500+,Barton,1.0,1833.0,Socket A,130.0,,68.0,2003-02-10
Athlon XP 2500+ DTR,Barton,1.0,1833.0,Socket A,130.0,,55.0,2003-02-10
Athlon XP 2600+,Barton,1.0,1917.0,Socket A,130.0,,68.0,2003-09-13
Athlon XP 2600+,Thorton,1.0,2.083,Socket A,130.0,,68.0,
Athlon XP 2600+,Thorton,1.0,2.133,Socket A,130.0,,68.0,
Athlon XP 2800+,Barton,1.0,2.083,Socket A,130.0,,68.0,2003-02-10
Athlon XP 3000+ (333FSB),Barton,1.0,2.167,Socket A,130.0,,68.0,2003-02-10
Athlon XP 3000+ (400FSB),Barton,1.0,2.1,Socket A,130.0,,68.0,2003-05-13
Athlon XP 3100+,Thorton,1.0,2.2,Socket A,130.0,,68.0,
Athlon XP 3200+ (333FSB),Barton,1.0,2.333,Socket A,130.0,,79.0,2003-05-13
Athlon XP 3200+ (400FSB),Barton,1.0,2.2,Socket A,130.0,,77.0,2003-05-13
Athlon XP-M 1800+ (25W),Barton,1.0,1400.0,Socket 563,130.0,,25.0,2003-03-12
Athlon XP-M 1800+ (25W),Barton,1.0,1400.0,Socket 563,130.0,,25.0,2003-03-12
Athlon XP-M 2000+ (25W),Barton,1.0,1533.0,Socket 563,130.0,,25.0,2003-06-17
Athlon XP-M 2000+ (35W),Barton,1.0,1533.0,Socket 563,130.0,,35.0,2003-06-17
Athlon XP-M 2200+,Barton,1.0,1667.0,Socket A,130.0,,35.0,2003-03-12
Athlon XP-M 2400+,Barton,1.0,1800.0,Socket A,130.0,,45.0,2003-03-12
Athlon XP-M 2400+ (35W),Barton,1.0,1800.0,Socket A,130.0,,35.0,2003-03-12
Athlon XP-M 2400+ (72W),Barton,1.0,1800.0,Socket A,130.0,,72.0,2003-03-12
Athlon XP-M 2500+,Barton,1.0,1862.0,Socket A,130.0,,45.0,2003-03-12
Athlon XP-M 2500+ (35W),Barton,1.0,1867.0,Socket A,130.0,,35.0,2003-03-12
Athlon XP-M 2500+ (72W),Barton,1.0,1867.0,Socket A,130.0,,72.0,2003-03-12
Athlon XP-M 2600+,Barton,1.0,2000.0,Socket A,130.0,,45.0,2003-03-12
Athlon XP-M 2600+ (72W),Barton,1.0,2000.0,Socket A,130.0,,72.0,2003-03-12
Athlon XP-M 3000+,Barton,1.0,2.2,Socket A,130.0,,72.0,2003-03-12
Mobile Athlon 64 2800+,Clawhammer,1.0,1800.0,Socket 754,130.0,,82.0,
Mobile Athlon 64 3000+,Clawhammer,1.0,1800.0,Socket 754,130.0,,82.0,
Mobile Athlon 64 3200+,Clawhammer,1.0,2000.0,Socket 754,130.0,,82.0,
Opteron 140,SledgeHammer,1.0,1400.0,Socket 940,130.0,,85.0,2003-06-30
Opteron 140,SledgeHammer,1.0,1400.0,Socket 940,130.0,,82.0,2003-09-09
Opteron 142,SledgeHammer,1.0,1600.0,Socket 940,130.0,,85.0,2003-06-30
Opteron 142,SledgeHammer,1.0,1600.0,Socket 940,130.0,,82.0,2003-09-09
Opteron 144,SledgeHammer,1.0,1800.0,Socket 940,130.0,,82.0,2003-09-09
Opteron 144,SledgeHammer,1.0,1800.0,Socket 940,130.0,,85.0,2003-06-30
Opteron 146,SledgeHammer,1.0,2000.0,Socket 940,130.0,,89.0,2003-09-09
Opteron 148,SledgeHammer,1.0,2.2,Socket 940,130.0,,89.0,2003-11-17
Opteron 240,SledgeHammer,1.0,1400.0,Socket 940,130.0,,82.0,2003-08-05
Opteron 240,SledgeHammer,1.0,1400.0,Socket 940,130.0,,85.0,
Opteron 242,SledgeHammer,1.0,1600.0,Socket 940,130.0,,82.0,2003-08-05
Opteron 242,SledgeHammer,1.0,1600.0,Socket 940,130.0,,85.0,
Opteron 244,SledgeHammer,1.0,1800.0,Socket 940,130.0,,82.0,2003-08-05
Opteron 244,SledgeHammer,1.0,1800.0,Socket 940,130.0,,85.0,
Opteron 246,SledgeHammer,1.0,2000.0,Socket 940,130.0,,89.0,2003-08-05
Opteron 248,SledgeHammer,1.0,2.2,Socket 940,130.0,,89.0,2003-11-17
Opteron 840,SledgeHammer,1.0,1400.0,Socket 940,130.0,,82.0,2003-09-09
Opteron 840,SledgeHammer,1.0,1400.0,Socket 940,130.0,,85.0,2003-06-30
Opteron 842,SledgeHammer,1.0,1600.0,Socket 940,130.0,,85.0,2003-06-30
Opteron 842,SledgeHammer,1.0,1600.0,Socket 940,130.0,,82.0,2003-09-09
Opteron 844,SledgeHammer,1.0,1800.0,Socket 940,130.0,,85.0,2003-06-30
Opteron 844,SledgeHammer,1.0,1800.0,Socket 940,130.0,,82.0,2003-09-09
Opteron 846,SledgeHammer,1.0,2000.0,Socket 940,130.0,,89.0,2003-09-09
Opteron 848,SledgeHammer,1.0,2.2,Socket 940,130.0,,89.0,2003-11-17
Celeron 2.30,Northwood,1.0,2.3,Socket 478,130.0,,73.0,
Celeron 2.40,Northwood,1.0,2.4,Socket 478,130.0,,73.0,
Celeron 2.60,Northwood,1.0,2.6,Socket 478,130.0,,73.0,2003-06-25
Celeron 2.70,Northwood,1.0,2.7,Socket 478,130.0,,73.0,2003-09-24
Celeron 2.80,Northwood,1.0,2.8,Socket 478,130.0,,73.0,
Mobile Pentium 4 2.40,Northwood,1.0,2.4,Socket 478,130.0,,60.0,2003-06-11
Mobile Pentium 4 2.66,Northwood,1.0,2.667,Socket 478,130.0,,66.0,2003-06-11
Mobile Pentium 4 2.80,Northwood,1.0,2.8,Socket 478,130.0,,68.0,2003-06-11
Mobile Pentium 4 3.06,Northwood,1.0,3.067,Socket 478,130.0,,70.0,2003-06-11
Mobile Pentium 4 HT 2.66,Northwood,1.0,2.667,Socket 478,130.0,,66.0,
Mobile Pentium 4 HT 2.80,Northwood,1.0,2.8,Socket 478,130.0,,68.0,
Mobile Pentium 4 HT 3.06,Northwood,1.0,3.067,Socket 478,130.0,,70.0,
Mobile Pentium 4 HT 3.20,Northwood,1.0,3.2,Socket 478,130.0,,76.0,
Pentium 4 HT 2.40,Northwood,1.0,2.4,Socket 478,130.0,,66.0,
Pentium 4 HT 2.60,Northwood,1.0,2.6,Socket 478,130.0,,69.0,
Pentium 4 HT 2.80,Northwood,1.0,2.8,Socket 478,130.0,,70.0,
Pentium 4 HT 3.00,Northwood,1.0,3.0,Socket 478,130.0,,82.0,2003-04-14
Pentium 4 HT 3.06,Northwood,1.0,3.06,Socket 478,130.0,,110.0,
Pentium 4 HT 3.20,Northwood,1.0,3.2,Socket 478,130.0,,82.0,
Pentium 4 HT EE 3.20,Gallatin,1.0,3.2,Socket 478,130.0,2MB,110.0,
Pentium 4-M 2.40,Northwood,1.0,2.4,Socket 478,130.0,,35.0,2003-01-14
Pentium 4-M 2.50,Northwood,1.0,2.5,Socket 478,130.0,,35.0,2003-04-16
Pentium 4-M 2.60,Northwood,1.0,2.6,Socket 478,130.0,,35.0,2003-06-11
Pentium M 1.30,Banias,1.0,1300.0,Socket 478,130.0,,24.0,2003-03-12
Pentium M 1.40,Banias,1.0,1400.0,Socket 478,130.0,,24.0,2003-03-12
Pentium M 1.50,Banias,1.0,1500.0,Socket 478,130.0,,24.0,2003-03-12
Pentium M 1.60,Banias,1.0,1600.0,Socket 478,130.0,,24.0,2003-03-12
Pentium M 1.70,Banias,1.0,1700.0,Socket 478,130.0,,24.0,
Xeon 3.06,Gallatin,1.0,3.066,Socket 604,130.0,1MB,97.0,2003-07-14
Xeon 3.06,Prestonia,1.0,3.066,Socket 604,130.0,,89.0,2003-03-10
Xeon 3.06,Gallatin,1.0,3.066,Socket 604,130.0,2MB,97.0,2003-07-14
Xeon 3.20,Gallatin,1.0,3.2,Socket 604,130.0,1MB,97.0,2003-10-06
No CPUs found. Please change your search criteria.,,,,,,,,
No CPUs found. Please change your search criteria.,,,,,,,,
No CPUs found. Please change your search criteria.,,,,,,,,
No CPUs found. Please change your search criteria.,,,,,,,,
Athlon 64 3000+,Winchester,1.0,1800.0,Socket 939,90.0,,67.0,2004-10-14
Athlon 64 3200+,Winchester,1.0,2000.0,Socket 939,90.0,,67.0,2004-10-14
Athlon 64 3500+,Clawhammer,1.0,2.2,Socket 939,130.0,,89.0,
Athlon 64 3500+,NewCastle,1.0,2.2,Socket 939,130.0,,89.0,
Athlon 64 3500+,Winchester,1.0,2.2,Socket 939,90.0,,67.0,2004-10-14
Athlon 64 3600+,Clawhammer,1.0,2.4,Socket 754,130.0,,89.0,
Athlon 64 3700+,Clawhammer,1.0,2.4,Socket 754,130.0,,89.0,
Athlon 64 3800+,Clawhammer,1.0,2.4,Socket 939,130.0,,89.0,
Athlon 64 3800+,NewCastle,1.0,2.4,Socket 939,130.0,,89.0,
Athlon 64 4000+,Clawhammer,1.0,2.4,Socket 939,130.0,,89.0,2004-10-19
Athlon 64 4000+,San Diego,1.0,2.4,Socket 939,90.0,,89.0,2004-10-19
Athlon 64 FX-53,Clawhammer,1.0,2.4,Socket 939,130.0,,89.0,
Athlon 64 FX-55,San Diego,1.0,2.6,Socket 939,90.0,,104.0,2004-10-10
Athlon 64 FX-55,Clawhammer,1.0,2.6,Socket 939,130.0,,104.0,2004-10-10
Athlon XP 2600+ DTR,Barton,1.0,1917.0,Socket A,130.0,,55.0,2004-11-19
Athlon XP 2800+ DTR,Barton,1.0,2.083,Socket A,130.0,,55.0,2004-12-29
Athlon XP-M 2200+,Barton,1.0,1667.0,Socket 563,130.0,,27.0,2004-07-24
Athlon XP-M 2800+,Barton,1.0,2.133,Socket A,130.0,,55.0,2004-07-13
Athlon XP-M 2800+ (72W),Barton,1.0,2.133,Socket A,130.0,,72.0,2004-07-13
Mobile Athlon 64 2700+,Clawhammer,1.0,1600.0,Socket 754,130.0,,82.0,
Mobile Athlon 64 2800+,Clawhammer,1.0,1800.0,Socket 754,130.0,,62.0,
Mobile Athlon 64 2800+,Odessa,1.0,1800.0,Socket 754,130.0,,82.0,
Mobile Athlon 64 2800+,Odessa,1.0,1800.0,Socket 754,130.0,,35.0,
Mobile Athlon 64 3000+,Clawhammer,1.0,1800.0,Socket 754,130.0,,62.0,
Mobile Athlon 64 3000+,Odessa,1.0,2000.0,Socket 754,130.0,,35.0,
Mobile Athlon 64 3200+,Clawhammer,1.0,2000.0,Socket 754,130.0,,62.0,
Opteron 140,SledgeHammer,1.0,1400.0,Socket 940,130.0,,82.0,2004-05-18
Opteron 148 HE,Venus,1.0,2.2,Socket 940,90.0,,55.0,
Opteron 242,Troy,1.0,1600.0,Socket 940,90.0,,85.0,
Opteron 244,Troy,1.0,1800.0,Socket 940,90.0,,85.0,
Opteron 246,Troy,1.0,2000.0,Socket 940,90.0,,85.0,
Opteron 246,Troy,1.0,2000.0,Socket 940,90.0,,85.0,
Opteron 248,Troy,1.0,2.2,Socket 940,90.0,,85.0,
Opteron 248,Troy,1.0,2.2,Socket 940,90.0,,85.0,
Opteron 250,Troy,1.0,2.4,Socket 940,90.0,,85.0,
Opteron 842,Athens,1.0,1600.0,Socket 940,90.0,,85.0,
Opteron 844,Athens,1.0,1800.0,Socket 940,90.0,,85.0,
Opteron 846,Athens,1.0,2000.0,Socket 940,90.0,,85.0,
Opteron 846,Athens,1.0,2000.0,Socket 940,90.0,,85.0,
Opteron 848,Athens,1.0,2.2,Socket 940,90.0,,85.0,
Opteron 850,Athens,1.0,2.4,Socket 940,90.0,,85.0,
Sempron 2200+,Thoroughbred,1.0,1500.0,Socket A,130.0,,62.0,2004-07-28
Sempron 2200+,Thorton,1.0,1500.0,Socket A,130.0,,62.0,
Sempron 2300+,Thoroughbred,1.0,1583.0,Socket A,130.0,,62.0,2004-07-28
Sempron 2400+,Thorton,1.0,1667.0,Socket A,130.0,,62.0,
Sempron 2400+,Thoroughbred,1.0,1667.0,Socket A,130.0,,62.0,2004-07-28
